text,subject,task_type,difficulty,language,source_url,source_title,source_file
"Завдання студентам на самостійне опрацювання навчального матеріалу для підготовки до наступного семінарського заняття зазначені у методичних рекомендаціях щодо виконання самостійної роботи.. План семінарського заняття № 2 Тема № 2. Види, етапи та обгрунтування доцільності проведення наукового дослідження Навчальний час: 2 год. Міжпредметні зв’язки: після вивчення [Економічної теорії, Мікроекономіки, Макроекономіки, Фінансів, Статистики, Економічної діагностики, Фінансового аналізу]. Мета семінарського заняття: закріпити теоретичні знання щодо видів, етапів та обгрунтування доцільності проведення наукового дослідження.",Інше,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання студентам на самостійне опрацювання навчального матеріалу для підготовки до наступного семінарського заняття зазначені у методичних рекомендаціях щодо виконання самостійної роботи.. План семінарського заняття № 3 Тема № 3. Методи наукових досліджень Навчальний час: 2 год. Міжпредметні зв’язки: після вивчення [Економічної теорії, Мікроекономіки, Макроекономіки, Фінансів, Статистики, Економічної діагностики, Фінансового аналізу]. Мета семінарського заняття: закріпити теоретичні знання щодо методів наукового дослідження.",Інше,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання студентам на самостійне опрацювання навчального матеріалу для підготовки до наступного семінарського заняття зазначені у методичних рекомендаціях щодо виконання самостійної роботи.. План семінарського заняття № 4 Тема № 3. Методи наукових досліджень Навчальний час: 2 год. Міжпредметні зв’язки: після вивчення [Економічної теорії, Мікроекономіки, Макроекономіки, Фінансів, Статистики, Економічної діагностики, Фінансового аналізу]. Мета семінарського заняття: закріпити теоретичні знання щодо методів наукового дослідження.",Інше,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання студентам на самостійне опрацювання навчального матеріалу для підготовки до наступного семінарського заняття зазначені у методичних рекомендаціях щодо виконання самостійної роботи.. План семінарського заняття № 5 Тема № 4. Інформаційне забезпечення наукових досліджень Навчальний час: 2 год. Міжпредметні зв’язки: після вивчення [Економічної теорії, Мікроекономіки, Макроекономіки, Фінансів, Статистики, Економічної діагностики, Фінансового аналізу]. Мета семінарського заняття: закріпити теоретичні знання щодо інформаційного забезпечення наукового дослідження.",Інше,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання студентам на самостійне опрацювання навчального матеріалу для підготовки до наступного семінарського заняття зазначені у методичних рекомендаціях щодо виконання самостійної роботи.. План семінарського заняття № 6 Тема № 5. Підготовка та написання тез конференції, наукової статті Навчальний час: 2 год. Міжпредметні зв’язки: після вивчення [Економічної теорії, Мікроекономіки, Макроекономіки, Фінансів, Статистики, Економічної діагностики, Фінансового аналізу]. Мета семінарського заняття: закріпити теоретичні знання щодо особливостей підготовки та написання наукових праць.",Інше,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання студентам на самостійне опрацювання навчального матеріалу для підготовки до наступного семінарського заняття зазначені у методичних рекомендаціях щодо виконання самостійної роботи.. План семінарського заняття № 8 Тема № 7. Види, особливості викладу та форми впровадження результатів дослідження Навчальний час: 2 год. Міжпредметні зв’язки: після вивчення [Економічної теорії, Мікроекономіки, Макроекономіки, Фінансів, Статистики, Економічної діагностики, Фінансового аналізу]. Мета семінарського заняття: закріпити теоретичні знання щодо видів, особливостей викладу та форм впровадження результатів дослідження.",Інше,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа 2. «Мої когнітивні спотворення». Кожн ий військовослужбовець отримує чистий аркуш формату А4. Інструкція: « На одній стороні аркуша опишіть коротко подію , що негативно вплинула на ваш настрій протягом останнього тижня. З іншого боку вка жіть когнітивне спотворення, яке ви відчул и в собі під час згаданої події . Як воно відобразилося на вашому настрої? Чи часто ви відчуваєте когнітивні спотворення в подібних ситуаціях?»",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа «Антистрес». Для зняття надмірного психоемоційного напруження у складній стресовій ситуацій протяг ом 3 -х секунд треба натискати на «антистресову» точку, що знаходиться під підборіддям. При масуванні даної точки відчувається легка ломота. Після її масування слід розслабитися й уявити стан легкої втоми, викликати приємні образи. Через 3 -5 хвилин позіхнут и. Підтягнути, напружити, а потім розслабити м’язи всього тіла.",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа «Збереження працездатності» («точка довголіття» ). Зручно сядьте і покладіть долоні на коліна. Пальці рук при цьому притисну ті один до одного і повністю охоплюють колінну чашечку. Вказів ний палець знаходиться на її середині. У цьому випадку безіменний палець буде прощупувати невелике заглиблення під виступом круглої кістки під колінною чашечкою. Це ‒ «точк а довголіття», « точк а від ста хвороб». Її стимуляція протягом 1 -2 хв. дозволяє підви щити загальний тонус організму, зберегти бадьорість, підтримувати необхідну працездатність. Масажування цієї точки на обох ногах робіть легким натискуванням подушечок середніх пальців рук із поступовим посиленням тиску. При цьому палець як би вгвинчується в точку, 19 це викликає в ній відчуття теплоти і легкої ломоти.",Біологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа «Зміцнення бойового духу і емоційного тонусу». Круговими рухами (30 разів) масажуйте точку біля великого пальця лівої руки. Дал і масажуйте круговими рухами (30 разів) точку біля внутрішнього згину ліктьового суглоба, з боку великого пальця. Процедуру повторити на правій руці (рис. 5). 20 Рис. 5",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа «Усунення запамороченн я». Обхопіть зап’ястя лівої руки і робіть ними кругові рухи, по 15 рухів в кожен бік. Повторити на правій руці. Якщо запаморочення не зникає, повторіть процедуру, при неодноразовому появі цього симптому протягом доби - необхідно звернутися до медиків (рис. 6). Рис. 6 На конкретну точку можна впливати не більше 10 хвилин, а на ділянку в цілому ‒ не більше 15 хвилин. 21 Мета: Опанування керованими ідеорефлекторними прийомами підвищення стресостійкості.",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа 1. «Хльоскання руками по спині (антистрес)». 30- 60 разів за 30-60 сек. Цей прийом можна використовувати перед будь -якою відповідальною чи екстремальною ситуацією для активізації сил та відчуття впевненості в собі. Техніка виконання. ВП (вихідне положення) : стоячи, ноги на ширині плечей, руки розслаблені й розведені по різні боки. Ритмічно хльоскаємо себе руками по спині. 23 Ефект: зняття стресу, стимуляція легень, інтенсивне збагачення крові киснем, розслаблення м’язів шийно -грудного відділу, поліпшення кровообігу в судинах головного мозку, «ефект банного віника».",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа складається з махів руками вгору - вниз. Техніка виконання. ВП: стоячи, ноги разом, руки вздовж тіла. Робимо рух руками впе ред - вгору із синхронним підйомом стоп на пальці та різко з видихом опускаємо руки вниз із синхронним опусканням ніг на п’яти, злегка вдаряючи п’ятами об підлогу. Ефект: прийом швидко звільняє розум від метушливих і хаотичних думок та дає змогу перейти до стану «спокійного розуміння».",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа 3. «Хитун -бовтун (розвантаження) ». 60 сек. Цю впр аву можна використовувати для розвантаження та перезавантаження нервової системи, для вивільнення накопиченої напруги та закріплення позитивного стану. Техніка виконання. ВП: стоячи, ноги трохи більше ніж на ширину плечей, руки розслаблено звисають вздовж тіла. Крутимося ліворуч - праворуч у розслабленому стані з розслабленим рухом рук. Ефект: дає змогу впоратись з будь -якими психотравмами та 24 проблемними ситуаціями. Якщо цю вправу робити більш тривалий час (до 10 хв.), то вона може використовуватись як розс лаблююча «колискова» перед сном.",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа для розслаблення м’язів, розвитку гнучкості хребта й підвищення впевненості в собі. Техніка виконання. Вихідне положення: стоячи, ноги на ширині плечей, руки - уздо вж тіла. Робимо вис назад (трішки зігнуті коліна), у цій незручній позі трохи ворушимо головою для більшого розслаблення шийного відділу хре бта. З видихом - вис вперед з розслабленням м’язів попереку. Ефект: вчимося не завантажувати шийний відділ під час стресу. Кровоток у судинах головного мозку не порушується й ми зберігаємо ясність розуму в стресових ситуаціях. 25",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Вправа 5. «Легкий тан ок (для розви тку координації) ». Техніка виконання. ВП: стоячи, ноги разом, руки вздовж тіла. На рахунок «раз» робимо крок правою ногою вперед. «Два» ‒ змах лівою ногою праворуч (носок відтягуємо), одночасно корпус розвертаємо ліворуч із махом руками ліворуч. Відбуваєть ся скручування в ділянці попереду, тому рухаємось обережно. «Три» ‒ ліва нога, тулуб і руки повертаємо у ВП. «Чотири» ‒ крок правою ногою назад у ВП. Повторити 4 ‒5 разів. Потім зробити ці рухи дзеркально з другої ноги. Виконання комплексу вправ «Ключ» дає змогу продіагностувати наявність стресового стану, позбутися психологічного перенавантаження, швидко відновити свої сили, стати більш витривалим та працездатним.",Психологія,homework,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 1.1. Визначити зміну валової продукції промисловості під впливом зміни чисельності працівників та продуктивності праці. Чисельність працівників у базовому році становила 12 млн осіб, у розрахунковому році вона зросте на 2 %, продуктивність праці в базовому році досягала 25 тис. грн, у розрахунковому році вона зросте на 3 %.",Економіка,other,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................... 7 1.3 Запитання для самоконтролю ................................................................. 7 1.4 Тестові завдання ....................................................................................... 9 ПРАКТИЧНЕ ЗАНЯТТЯ № 2 «Основні засоби підприємства ».................. 13 2.1 Теоретична частина ................................................................................ 13 2.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного розв’язання .............................................. 20 2.4 Запитання для самоконтролю ............................................................... 21 2.5 Тестові завдання ..................................................................................... 22 ПРАКТИЧНЕ ЗАНЯТТЯ № 3 «Виробнича потужність підприємства »..... 28 3.1 Теоретичні відомості .............................................................................. 28 3.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................. 29 3.3 Задачі для самостійного розв’язання ................................................... 31 3.4 Запитання для самоконтролю ............................................................... 32 3.5 Тестові завдання ..................................................................................... 32 ПРАКТИЧНЕ ЗАНЯТТЯ № 4 «Оборотні засоби підприємства »................ 36 4.1 Теоретична частина ................................................................................ 36 4.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................. 38 4.3 Задачі для самостійного розв’язання ................................................... 39 4.4 Запитання для самоконтролю ............................................................... 41 4.5 Тестові завдання ..................................................................................... 42 ПРАКТИЧНЕ ЗАНЯТТЯ № 5 «Персонал підприємства » ........................... 46 5.1 Теоретична частина ................................................................................ 46 5.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................. 47 5.3 Задачі для самостійного розв’язання ................................................... 48 5.4 Запитання для самоконтролю ............................................................... 49 5.5 Тестові завдання ..................................................................................... 50 ПРАКТИЧНЕ ЗАНЯТТЯ № 6 «Оплата праці на підприємстві » ................. 55 6.1 Теоретична частина ................................................................................ 55 6.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................. 58 6.3 Запитання для самоконтролю ............................................................... 61 6.4 Тестові завдання ..................................................................................... 62 ПРАКТИЧНЕ ЗАНЯТТЯ № 7 «Витрати на виробництво та собівартість продукції підприємства » ................................................................................. 68 7.1 Теоретична частина ................................................................................ 68 7.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................. 69 47.3 Задачі для самостійного розв’язання ................................................... 69 7.4 Запитання для самоконтролю ............................................................... 71 7.5 Тестові завдання ..................................................................................... 71 ПРАКТИЧНЕ ЗАНЯТТЯ № 8 «Ціноутворення на підприємстві ».............. 76 8.1 Теоретична частина ................................................................................ 76 8.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................. 77 8.3 Задачі для самостійного розв’язання ................................................... 78 8.4 Запитання для самоконтролю ............................................................... 78 8.5 Тестові завдання ..................................................................................... 79 ПРАКТИЧНЕ ЗАНЯТТЯ № 9 «Прибуток та рентабельність підприємства »................................................................................................... 81 9.1 Теоретична частина ................................................................................ 81 9.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Завдання для самостійного виконання ................................................. 85 9.3 Задачі для самостійного розв’язання ................................................... 86 9.4 Запитання для самоконтролю ............................................................... 87 9.5 Тестові завдання ..................................................................................... 88 ПРАКТИЧНЕ ЗАНЯТТЯ № 10 «Економічна безпека підприємства »........ 92 10.1 Теоретична частина .............................................................................. 92 10.2,Бази даних,other,2,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Задача 2.1 Вартість основних фондів на початок планового періоду складає 2660 тис. грн. У березні планується введення в експлуатацію основних фондів на суму 220 тис. грн. 1 серпня планується вилучення основних фондів на суму 160 тис. грн. Визначити середньорічну вартість основних фондів і вартість основних фондів на кінець планового року.,Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача 2.2 Визначити відновну вартість автоматичної лінії з розливу безалкогольних напоїв , якщо відомо , що її первісна вартість 100 тис. грн., лінія експлуатується 3 роки , середньорічний приріст продуктивності праці по народному господарству становив 1 %. Якою буде відновна вартість лінії з урахуванням зносу , якщо відомо , що річна норма амортизації становить 15 %?",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача 2.4 Первісна вартість основних виробничих фондів підприємства на початок року складає 40 млн. грн. Протягом року були введені в дію машини на суму 3 млн. грн. та виведено з експлуатації обладнання на суму 2 млн. грн. Знос фондів на початок року складав 30 %, а норма амортизації за рік - 10 %. Визначте : а) первісну вартість основних фондів на кінець року ; б) суму амортизації за рік; в) залишкову вартість основних фондів на кінець року.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача 2.5 Повна первісна вартість верстата - 10,2 тис. грн., строк експлуатації - 8 років . Затрати на модернізацію складають 2,3 тис. грн., витрати по демонтажу - 0,2 тис. грн., залишкова вартість верстата - 0,5 тис. грн. Визначте річну суму амортизаційних відрахувань та норму амортизації за умов лінійного методу нарахування.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Задача 2.6 Визначте річну суму амортизаційних відрахувань за такими способами нарахування амортизації . 1. Прямолінійний метод . Придбаний об’єкт вартістю 120 тис. грн. зі строком експлуатації 5 років . 2. Метод зменшення залишкової вартості . Придбаний об’єкт основних засобів вартістю 100 тис. грн. зі строком експлуатації 5 років . 3. Кумулятивний метод . Придбаний об’єкт основних засобів вартістю 150 тис. грн. Строк експлуатації встановлений в 5 років .,Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача 2.7 Визначити показники використання основних фондів (фондовіддачу , фондоємність , фондоозброєність ), якщо відомо , що вартість основних фондів на початок року становить 690 тис. грн. У лютому буде введено основних фондів на 60 тис. грн., у липні - на 50 тис. грн. Обсяг випуску продукції становить 9500 тис. грн. Чисельність промислово -виробничого персоналу 794 чол.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 2. Є наступні дані про ціну й кількість яблук, що купують, на ринку в місті Н на початку вересня 2000 року. Попит на яблука при різних рівнях цін Ціна за 1 кг (грн) Загальна кількість, на яку є попит (кг) 5,0 4,0 3,0 2,0 2000 3000 5000 9000 Побудуйте криву попиту та дайте в відповіді на наступні питання: А. Що відбудеться з кривою попиту, якщо оцінка корисності яблук покупцями знизиться? Б. Припустимо, що ціна 1 кг яблук рівняється 4 гривні. Як зміниться попит, якщо ціна знизиться на 1 гривню? Чи буде відповідь іншою, якщо на 1 гривню знизиться ціна будь-якого іншого товару? В. Чи зміниться положення кривої попиту на яблука, якщо на ринку з'явиться багато дешевих груш і слив? Г. Якою буде крива попиту, якщо ринкова ціна яблук установиться на рівні 8 гривень за 1 кг?",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 4. Попит на товар представлений рівнянням QD = 21 - Р, а пропозиція товару - рівнянням QS = 4Р - 4. А. Побудуйте криві попиту та пропозиції. Б. Знайдіть рівноважну ціну й рівноважну кількість товару. В. Припустимо, що держава встановила “стелю” ціни товару 4 гривні. Підрахуйте розміри дефіциту, що виникає в результаті державного втручання. Г. Встановлення “стелі” цін привело до виникнення чорного ринку. Ціна чорного ринку - 7 гривень. Побудуйте криву пропозиції чорного ринку, визначте обсяг продаж на ньому.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 5. Крива попиту на товар описується рівнянням QD = 12 - 3P, крива пропозиції рівнянням QS = 2P. Визначте рівноважну ціну та рівноважний обсяг. Припустимо, що місцеві органи влади впровадили фіксовану ціну на товар 3 гривні. Визначте новий обсяг продаж. Підрахуйте надлишок товару на ринку, що виникає в результаті державного втручання.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 9. Функція попиту на троянди має вигляд : QD = 200 - Pt, а функція пропозиції : QS = 0,5P t-1 - 10, де t=0, 1, ..., 6 - дні тижня від неділі до суботи. 1. Визначте рівноважну ціну троянд. 2. Які ціни на троянди будуть кожного дня протягом тижня, якщо в неділю на ринку була рівноважна ціна, а в понеділок попит підвищився таким чином, що при кожному значенні ціни купували на 30 троянд більше. 3. Яка рівноважна ціна троянд після підвищення попиту?",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 10. Функція попиту на гвоздики має вигляд : QtD = 200 - 0.5P t , а функція їх пропозиції: QtS = 0.7P t-1 - 10, де t=0 , 1, ..., 6 - дні тижня від неділі до суботи. 1) Визначите рівноважну ціну гвоздик. 2) Які ціни на гвоздики будуть по днях тижня, якщо в неділю на ринку була рівноважна ціна, а в понеділок попит зріс таким чином, що при кожному значенні ціни купували на 30 гвоздик більше? 3) Яка рівноважна ціна після збільшення попиту?",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 2. Ви власник стадіону. Поточна ринкова вартість білету Р=10 гривень. При цьому реалізується 15 тисяч білетів. Ви запрошуєте свого менеджера й пропонуєте йому подумати, чи варто змінити ціну на білети, щоб максимізувати доходи. Через деякий час до вас приходить менеджер і говорить: «Я вивчив ринок та дізнався, що: EPD=0,5 при Р від 5 до 10 гривень; EPD=1,2 при Р від 10 до 12 гривень; EPD=2,0 при Р від 12 до 15 гривень. Я вважаю, що варто зберегти ціну 10 гривень за білет». Знайдіть доходи від реалізації білетів при: А. Р=5 грн. Б. Р=10 грн. В. Р=12 грн. Г. Р=15 грн.",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача № 6. PA1=2, Q A1=40; P A2=4, Q A2=30. Знайти коефіцієнт еластичності попиту по ціні. Коефіцієнт еластичності попиту товару В по ціні 8 гривень той самий, що і на товар А. Якщо в початковий період часу Q B=150 і при підвищенні ціни на 2 гривні еластичність не зміниться, то скільки одиниць товару В буде продано по підвищеній ціні? Задача № 7. При ціні білету на футбольний матч 40 гривень на стадіон прийшло 30000 чоловік. Коли ціна білету зросла до 90 гривень, кількість вболівальників скоротилася до 5000 чоловік. Якщо вважати функцію попиту лінійною, то скільки вболівальників прийдуть на стадіон при ціні 20 гривень за білет?",Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 2. Користуючись чинним законодавством і нормативними актами, схематично зобразіть структуру та охарактеризуйте основні функції й повноваження в системі державного регулювання економіки: а) Кабінету Міністрів України; б) Міністерства фінансів України в) Міністерства економіки України; г) Міністерства аграрної політики України; д) Національного банку України.",Право,other,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 2 За результатами торгів на міжбанківській валютній біржі валютний курс встановлений на рівні: 1 грн. = 0,19 дол. Обсяг пропозиції гривень за цим курсом становить 32 млрд. грн. Як має поводитися Центральний банк у ситуації, коли обсяг попиту за цим курсом становитиме 40 млрд. грн.? Як поведінка Центрального банку вплине на девізний курс, і як це відобразиться на величині чистого експорту та ВВП країни?",Економіка,other,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Завдання 3 Розрахуйте відносні й абсолютні показники економічної ефективності зовнішньої торгівлі: - абсолютну народногосподарську ефективність зовнішньої торгівлі; - відносну ефективність зовнішньої торгівлі; - народногосподарську відносну ефективність експорту; - бюджетну ефективність експорту; - ефективність виробництва експортної продукції; - народногосподарську відносну ефективність імпорту; - бюджетну ефективність імпорту; - ефективність використання імпортного товару. На основі обчислення коефіцієнта ефективності експорту визначте, з яких видів товарів експорт ефективний. Вихідні дані 1. Витрати на транспортування експортної продукції становитимуть 11 % витрат на її виробництво. 2. Витрати на виробництво, експорт, імпорт продукції характеризуються даними табл. 12.2.",Економіка,other,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №2 Нехай t - час руху пасажирського поїзду до моменту, коли він повинен пропустити швидкий потяг. Тоді швидкий потяг до вказаної події рухався 2t- години. Оскільки на момент зазначеної події кожен з них подолав однакову відстань, то має місце рівність (54)(72)(2t) = t. Розв’яжемо одержане рівняння (54)(72)(2t) = t; 54*72 = 144t; 72 - 54 = 144t; 18 = 144t; t = 8. Таким чином, пасажирський поїзд повинен пропустити швидкий поїзд через 8 годин з моменту руху зі станції A о 9-ій годині ранку. І тому за ці 8 годин пасажирський поїзд подолає відстань 54*8 = 432 км. Отже, на відстані 432 км від станції A, швидкий поїзд наздожене пасажирський. Відповідь: 432 км.",Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №4 Для нумерації перших 9 -ти сторінок (довільної) книги знадобиться 9*1 цифр. Для нумерації сторінок з 10 -ої по 99 -ту знадобиться (99 - 10 + 1) * 2 = 180 цифр. Для нумерації сторінок з 100 -ої по 999 -ту знадобиться (999 - 100 + 1) * 3 = 2700 цифр. Оскільки для нумерації усіх сторінок книги знадобилось 1392 цифри, то у такій книзі сторінок більше ніж 99, але менше ніж 999. Більше того, для нумерації сторінок книги, номери яких є тризначними числами, було витрачено точно 1392 - 9*1 - 90*2 = 1203 цифр. Тому число сторінок з тризначними номерами становить 12034013. Таким чином, у книзі, для нумерації усіх сторінок якої було використано 1392 цифр, точно 9 + 90 + 401 = 500 сторінок. Відповідь: 500.",Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №5 З 2003 натуральних чисел принаймні 1002 числа є числами однакової парності (парні або ж непарні). Іншими словами: оскільки 2003 є непарним числом, то чисел однієї парності більше, ніж чисел іншої парності щонайменше як на 1. Припустимо, що серед 2003 наведених чисел, наприклад, парних більше ніж непарних. Тоді, як зазначено вище, парних чисел принаймні 1002. Зафіксуємо на колі які-небудь 1002 парних чисел з усіх парних чисел. Якщо припустити, що на колі не знайдеться два сусідніх числа, сума яких є парною, то це означатиме що числа, розташовані по колу, чергуються наступним чином - парне, непарне, парне, непарне і т.д.. Але ж тоді на колі повинно бути щонайменше 2004 числа. Отже, прийшли до протиріччя з умовою, бо по колу розташовано точно 2003 натуральні числа.",Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №1 Нехай у кошику спочатку було x яблук. Після видалення 3 яблук у кошику залишилося 3x - 3 яблук. Після видалення третини яблук від залишку у кошику залишилося (3x - 3) * (2/3) = 2x - 2. Звідки маємо рівняння 2x - 2 = 0; x = 30. Розв’язавши рівняння одержали, що 30x = 30. Тому в кошику спочатку було 30 яблук. Відповідь: 30.",Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №2 Нехай S - відстань, яку білка долає від своєї домівки (пункт A) до місця з горіхами (пункт B). Тоді відстань S від A до B білка без горіха долає за 5S секунд. Відстань S від B до A білка з горіхом долає за 3S секунд. За умовою задачі на всю подорож за горіхом (шлях від A до B і назад) білка витрачає 20 хвилин або ж 20 60 1200  секунд. Тому має місце рівність 12005 3S S  . Звідки 8120015S або ж 120015 150 15 22508S     . Таким чином, при поході за горіхом і назад білка долає відстань 4500 метрів. Відповідь: 4500 метрів.",Математика,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
